500,1.2104107186944455,1.2104107186944455,1.2104107186944455,1.3710656418002818,14.875851906951716
1000,1.2406479208367571,1.2406479208367571,1.2406479208367571,1.4319330068339313,12.121885060332426
1500,1.2615255119041247,1.2615255119041247,1.2615255119041247,1.5394012874130596,10.71357974254462
2000,1.2991273918217172,1.2991273918217172,1.2991273918217172,1.536428772524243,8.918577467405266
2500,1.2649207543008028,1.2649207543008028,1.2649207543008028,1.5274462187544509,8.114617112716392
3000,1.2915211510413063,1.2915211510413063,1.2915211510413063,1.50067781454493,7.541830991507266
3500,1.2910879137476323,1.2910879137476323,1.2910879137476323,1.5584336219980655,7.431690120806471
4000,1.3004949905751688,1.3004949905751688,1.3004949905751688,1.5746174767209091,6.709524804669669
4500,1.2836277289773512,1.2836277289773512,1.2836277289773512,1.5625768220810605,6.313738615393802
5000,1.2624865317818414,1.2624865317818414,1.2624865317818414,1.503302067653518,5.966625518813739
