500,1.6696605722838544,1.6696605722838544,1.6696605722838544,1.8354043977423957,29.100336943163892
1000,1.5408892505988736,1.5408892505988736,1.5408892505988736,1.9485328290923993,18.572128061800125
1500,1.684013156887684,1.684013156887684,1.684013156887684,2.1583101825235795,15.03054578829241
2000,1.6624689018375527,1.6624689018375527,1.6624689018375527,2.227514795722259,13.048627595879465
2500,1.6441271623876326,1.6441271623876326,1.6441271623876326,2.164826826007037,10.72341648496888
3000,1.7040400259973816,1.7040400259973816,1.7040400259973816,2.025754124308864,9.446384211673974
3500,1.5629613881439182,1.5629613881439182,1.5629613881439182,2.1012989852921073,9.634274106117074
4000,1.6958806412100624,1.6958806412100624,1.6958806412100624,2.269773530393056,8.21026249395919
4500,1.561003264001184,1.561003264001184,1.561003264001184,2.2061998077785736,7.590543208679499
5000,1.552700062347305,1.552700062347305,1.552700062347305,1.831252811387378,7.636526537742727
