500,4.274398800325816,1.8992920102044646,2.152989416492196,4.071240739790254,11.719354856074595
1000,4.159534378791443,2.000840554227203,2.2834233590984585,4.957624630040504,7.880485723705171
1500,3.703936409063465,1.9020244608991255,2.067355980617899,5.8535774952553945,7.810096794652965
2000,3.6365741653959307,1.790314623146599,2.007870673926453,6.346225171615258,7.880257028174981
2500,3.4454689987346505,1.719713544817468,1.843395968965972,7.23936197948332,6.709384426024551
3000,3.5229169298353713,1.8504587811105675,2.0045235919238267,7.69500777766302,6.344918828893217
3500,3.5159348397448045,2.0795758664841983,1.9003984546062147,8.173502635842482,6.998869112731463
4000,3.361670861686689,1.941513797681711,1.968870468296169,8.227208512465825,6.447375755011597
4500,3.2482405145920796,1.8163008862652135,1.832829160881914,8.263403367545719,5.607524300917335
5000,3.3237589587009078,2.0100714260944916,1.8291963669338218,8.293906302777355,6.28187556546568
