500,2.9563082292310923,1.48817362932824,1.6659694619784498,2.7903401020371086,6.4308142945981395
1000,2.9509244989304557,1.4622784415087864,1.6304816207564854,3.5543268075185024,5.868622430160507
1500,2.9806434730742764,1.4834213916082382,1.6552861411269921,4.181108368643033,5.673191637663443
2000,2.7554073199213547,1.4356364622157332,1.5732987867709376,4.399672484180719,5.286247582443943
2500,2.7910711449285364,1.4363966802849157,1.5681952213752448,5.0562230618902255,5.256876021390529
3000,2.6848047026361086,1.444109432544213,1.5349038492084288,5.339484981497495,5.014765167154982
3500,2.7374098191945655,1.4851547137234329,1.556121379876199,5.789820900078586,5.0462826653999775
4000,2.6520375879602485,1.5119855734146177,1.5363084060261643,6.020130717325214,4.852852672483076
4500,2.6012943449443977,1.5181271654366737,1.5225001549899284,6.179699601264988,4.625589740141708
5000,2.5717426386683364,1.5469677790075251,1.5182389841069512,6.442330882767735,4.5592419703643925
