n,ICPP22,TOPC24,Fair,minTime,minArea,Topt
500,2291943563906.5786,1152357273133.9,1331653307655.7854,2562246364063.9795,5760222361276.0,719667760968.6421,228717937142.0918,719667760968.6421
1000,3639457354610.4316,1622007260954.4404,1872674620483.3638,4190369512862.6895,7681476163192.0,1066674315847.2261,453255102179.0664,1066674315847.2261
1500,4601462616939.768,2370458688068.7437,2604917255224.326,6303081791203.048,7896176401212.0,1780466301753.7505,646226716152.9551,1780466301753.7505
2000,5030507754340.32,2649347317214.6694,2875067350819.141,8328769203893.36,10063581833598.0,1855504444423.4355,905639283026.6348,1855504444423.4355
2500,5098817152289.809,3226570652405.783,3434270164784.163,10074517744270.389,11181311884154.0,2674505624692.603,1193227084248.3398,2674505624692.603
3000,6938780220977.409,3272110199315.1406,3732084837242.079,10794140655716.607,12464674046902.0,2209460427328.2534,1347802845414.1875,2209460427328.2534
3500,6748803251415.484,3693339617911.577,4219123557263.212,14506943633570.72,12304534136111.0,2298523040440.298,1605765894153.4355,2298523040440.298
4000,8025445009417.055,4204700440454.148,4500131054573.711,16491603826872.162,14255697582918.0,2934837395700.585,1794346528399.463,2934837395700.585
4500,8350403692251.747,4855722550111.428,4928929639667.0625,18885385313994.727,14238816542626.0,3257453949685.043,2142662143487.084,3257453949685.043
5000,8195772000711.667,4685975002666.277,4847676665737.84,20626317519092.273,14136746439702.0,3223002869222.7695,2295117383345.7734,3223002869222.7695
500,2410688295979.7764,1412531330037.2236,1516153185466.6057,2149381459660.7478,4827699284470.0,850979038897.3025,204459841150.66016,850979038897.3025
1000,3906897143229.289,2187866343329.1235,2371666787733.6475,5297693777833.254,9462888148509.0,1252794585681.0203,512223395419.06836,1252794585681.0203
1500,4745500165004.763,2353205632844.0776,2715618954953.6953,6857279461852.852,9326196696586.0,1493165845802.0688,676886236882.0234,1493165845802.0688
2000,4971055245377.664,2791835444702.1924,3005324265790.8496,8102090408241.54,9353933865623.0,1966630890727.0715,927133052492.3379,1966630890727.0715
2500,5355550202360.426,2778515753915.32,2921594393630.51,10954656950210.396,9616251658436.0,1615685218208.963,1143001255743.1758,1615685218208.963
3000,6243997197153.283,3845177601525.133,4066118250527.1914,12291249936498.791,11455622835505.0,3001863530085.9966,1414645766569.043,3001863530085.9966
3500,5806496482588.709,3281909435176.786,3148170496148.2915,14110419646427.879,11269244834863.0,1898531353716.3079,1625686269611.8672,1898531353716.3079
4000,7722922849532.263,4312786336601.3193,4431326468652.893,19013952482717.152,15642951626269.0,3030233115767.3735,1881111869158.2422,3030233115767.3735
4500,7794604553313.6455,4493616069230.1875,4715918357198.61,17875947312174.07,13727621584211.0,3394591815636.1387,2067776497486.791,3394591815636.1387
5000,8770133607444.068,5123358954165.366,5134547221692.205,20622712135676.82,14417628325682.0,3504927884493.596,2251097447232.4336,3504927884493.596
500,3148014185474.779,1701657678415.9343,1831291476104.8594,2825169823817.052,6807144429584.0,913751164107.32,250698988253.23242,913751164107.32
1000,4922203739826.574,2173674979596.1445,2565131259083.266,4288604779697.6934,8007965317289.0,1443788184574.148,431181892061.15234,1443788184574.148
1500,4279536746722.967,2211816096583.454,2415119913640.342,6281066172834.984,8298304827919.0,1498956925058.4185,667940039384.8379,1498956925058.4185
2000,5953691877068.8125,3075133749202.514,3276921461523.4756,8323616840378.299,9017232568142.0,2304381267918.706,886398293376.6875,2304381267918.706
2500,5933411984813.082,2832916144528.573,3061084754290.1826,10405680195326.373,12503114127514.0,2220070923124.6523,1121912252349.6855,2220070923124.6523
3000,7145787957782.064,3415883920427.0684,3808334508931.593,11450632057549.57,12721460011429.0,2684984788667.6484,1342717347141.4277,2684984788667.6484
3500,6058408930061.181,3577828460999.746,3342825450356.2144,15098846344382.844,13098078776718.0,2113640528853.3672,1675410403083.5059,2113640528853.3672
4000,6792771990192.253,3746506563600.1665,3927130921212.9907,16365326814292.74,12197289713985.0,2286616887679.4336,1816416472694.3496,2286616887679.4336
4500,6724768404090.24,4220478261711.144,3922024569830.3604,18082794568898.14,12954786270676.0,2477476239958.945,2096679020024.2148,2477476239958.945
5000,8091074948215.825,4826345407809.736,4813375883835.835,20599194136618.363,14294333272626.0,3789569678634.303,2319033059517.412,3789569678634.303
500,2696595638333.366,1175566607369.4243,1349303505191.5625,2564600470509.048,6113112939352.0,814365429751.6976,235116831169.00977,814365429751.6976
1000,4614557000859.464,2042219549691.2837,2413801949399.042,4417763587591.497,7454552791830.0,1290275074884.055,456172603749.64844,1290275074884.055
1500,5012730077402.617,2077645249441.4949,2413117186913.3867,6411195689014.96,9952154314812.0,1550275301399.2231,684526833397.6426,1550275301399.2231
2000,5575645870453.113,2710457995437.0864,3078495122692.7793,7979574374796.755,11781483221649.0,1533213848216.9707,902890601718.8652,1533213848216.9707
2500,5383211576140.233,2609494150698.382,2998345000792.573,9726062273684.018,10747748277717.0,1720763887586.0918,1096844333192.002,1720763887586.0918
3000,5594636063212.666,3111587473251.4565,3044692980114.1733,12855423459506.678,11262999087981.0,2014405637955.6318,1468383395563.1328,2014405637955.6318
3500,6366477845449.562,3623992866760.1963,3752870152453.105,13891082890293.559,12979857869595.0,2407135949707.864,1616033966393.9922,2407135949707.864
4000,6537571487458.146,4496481886614.164,4024061332350.3857,15724563873885.525,13483560114523.0,3060732981303.252,1897162613468.3691,3060732981303.252
4500,6849960727675.344,4835089862230.921,4362538407462.23,17771569286064.71,12941568524120.0,2931385126927.7417,2125771669515.7969,2931385126927.7417
