500,1.3899596551837186,1.3827397175410132,1.4376074431416943,2.584756025679456,14.830628130418853
1000,1.6657092311050137,1.4258221591793607,1.4732160935883498,2.9316391838566274,13.3883426165263
1500,1.8113436000945333,1.4515044338578924,1.4694485107771529,3.1209743841265407,12.0912169857255
2000,1.8565156162394847,1.4407947258350298,1.4332855616776232,3.103711294337898,10.818742572073877
2500,1.8517989763277254,1.4018457003954943,1.3820311123285245,2.9585460724282666,9.552084173165658
3000,1.8337199167159268,1.3664497031523677,1.3434014015682394,2.8641465361648617,8.6267806339656
3500,1.8299704746146923,1.3603026154305935,1.3290018794062621,2.7805224995883053,7.973020762829402
4000,1.821503801818432,1.345110312637529,1.30992019772189,2.7230446228402774,7.288365806544257
4500,1.8135391279596662,1.328007675856961,1.2957740844770798,2.6640519664510203,6.729050513770727
5000,1.8118494126434082,1.3314306633797457,1.2928770213188256,2.6006283929813767,6.271434707068092
