500,1.8870502573519747,1.7831569422614726,1.8194543342031506,3.628740821367629,22.983523867501802
1000,1.9447814649730903,1.7487461523940115,1.7970137359825453,3.774739891965949,16.36959867395444
1500,1.9901991673997061,1.6655957089501305,1.707930724114215,3.5178819560893273,15.03054578829241
2000,2.062442404515589,1.6267504843399263,1.639560062932336,3.5304798790054654,13.048627595879465
2500,1.9286423258467873,1.4854578868877033,1.5552285015506784,3.3526444681277523,11.144467048405975
3000,1.895187373506472,1.4788185754570407,1.4752601549386068,3.2354901619122405,9.715294298922206
3500,1.9040414797668677,1.4442426711658358,1.4597461306203918,3.132974049385353,10.071235584026761
4000,1.8950161460283932,1.4091550672369577,1.3832863250969722,3.0160620084616516,8.315800821175452
4500,1.88334547307854,1.3929039845210933,1.362290666003155,2.994592805020592,7.590543208679499
5000,1.8661021856364264,1.3979008995288125,1.3856296638513839,2.8366999783819438,7.636526537742727
