Fat,ICPP22,TOPC24,Fair,minTime,minArea,Topt
0,7300625328919.733,4240878211685.4185,4723288863376.581,9165268136965.871,189820951743494.03,3235282760642.8916,1161016945125.7454,3235282760642.8916
0.125,6191981341197.151,3634772317103.327,4098809037592.5054,8061637323910.211,150479453340435.8,2721536971705.3296,1183801348274.2075,2721536971705.3296
0.25,4111966274037.9004,2442805466182.993,2731825937415.3525,6112266187359.142,67945826856257.48,1163909766563.2527,1163909766563.2527,1127628414278.162
0.375,3656880073305.8843,2091886361521.2947,2345112840398.6533,5565612087543.478,43934963111436.11,1477476309666.6033,1164314976459.3774,1477476309666.6033
0.5,2787194996153.691,1723751610420.5107,1817348996361.7354,4419347788155.237,27284559832249.24,1230540908884.352,1112903089637.0374,1230540908884.352
0.625,1592751913745.0132,1687486802956.3652,1512862466385.6436,3298688689446.653,15487133898677.998,1171214165305.2283,1171214165305.2283,646396264396.2333
0.75,1397353193457.3015,1677411306091.5085,1466191620526.7788,3008357014761.6855,8317427871137.891,1157041626713.5024,1157041626713.5024,466304853040.2226
0.875,1336815375796.9043,1635141806652.2869,1430639311165.014,2532253167364.703,5195693666865.365,1127234560001.8652,1127234560001.8652,347530703295.5283
1,1390011463238.5596,1716250962686.401,1434989390822.142,2495118723010.0796,3172075148271.6934,1166248527706.189,1166248527706.189,273709074720.01416
0,8121507217160.433,4627726153064.495,5173462124221.171,9342464371033.383,205437760989784.56,3592715732659.4004,1174322627028.2542,3592715732659.4004
0.125,5435617987379.56,3317401966842.739,3699541978784.2944,8352990609808.263,126360288658677.38,2377448990792.0034,1138774914374.9136,2377448990792.0034
0.25,4095023019335.3784,2296271919111.7407,2667155679210.1387,6444750308500.338,58802379699993.41,1375004311488.9631,1151020873383.1208,1375004311488.9631
0.375,4059979840291.231,2275744488066.708,2632575029853.3726,5548668447413.951,42876450854679.13,1615920330258.356,1132246892454.5994,1615920330258.356
0.5,2435549530436.416,1738823855141.7263,1700939297104.3315,4626450140991.186,30411138950001.535,1132698631454.435,1132698631454.435,1015845933604.2976
0.625,1906073164414.7402,1723901201315.67,1607224276895.8276,3493309422404.8115,16186225904369.686,1149912821011.8882,1149912821011.8882,758032982948.029
0.75,1447417925105.558,1585301922470.7773,1436926076156.0452,2762983687053.696,7915421196102.832,1120829330310.3416,1120829330310.3416,496058216894.9065
0.875,1327799298803.8945,1612030149553.0308,1406778462562.315,2568578991373.092,4880997642737.989,1137200963816.5435,1137200963816.5435,379274051557.564
1,1464589023023.1743,1825410586859.265,1544477712880.5178,2760608179682.942,3274507572708.3438,1260558982444.8198,1260558982444.8198,302215125233.42896
0,7685127564856.754,4417846382091.99,4847873055888.574,8040708265030.357,205471220014635.22,3374325374131.936,1147265002242.2698,3374325374131.936
0.125,5583303630967.236,3256987381606.0464,3669668886209.5923,8392691149946.374,135096373084070.28,2427334249502.2603,1117246204980.8232,2427334249502.2603
0.25,4035367668503.476,2318710704322.7666,2567089817583.1445,6457754946009.11,65842637116571.2,1143815098271.0188,1143815098271.0188,1120537578031.831
0.375,3773705288343.3564,2089033872472.9407,2445902403481.3853,5684203291735.577,48044795937680.03,1447067525892.2087,1147463494054.179,1447067525892.2087
0.5,2282695659547.195,1680620451078.7341,1697372159523.4106,4224328269650.0386,27531095987366.89,1126139096464.0286,1126139096464.0286,960200411325.3478
0.625,2005243750560.2495,1638417782590.526,1552256179230.218,3303384216311.884,14797717263801.232,1128892354018.0605,1128892354018.0605,800408691790.6111
0.75,1319609018171.386,1651672952237.651,1432683928937.8767,2697090039646.8228,7999427329564.762,1153270187624.9512,1153270187624.9512,351291417661.4486
0.875,1360106867726.081,1705060368821.225,1463755386969.445,2621145974379.1724,3782088818644.964,1181413081870.807,1181413081870.807,391192356963.41016
1,1348549729269.0686,1694771634748.6848,1421969203458.1216,2472328272150.213,3111689862457.038,1144216619245.3894,1144216619245.3894,284930631856.3161
0,6803832440871.39,4011926059729.1455,4440473532742.187,9028971845669.092,192317848531713.44,2973846397969.423,1157465514122.5166,2973846397969.423
0.125,5524594559444.346,3263058928601.83,3651579394316.4434,7729652094644.831,126464610357381.36,2429382364622.3374,1141591515913.369,2429382364622.3374
0.25,4023793372295.834,2403731956098.518,2723694708696.0986,6223209501436.638,65663160766145.26,1210046883005.17,1181538805349.1428,1210046883005.17
0.375,3353972857699.8223,2036748372708.4268,2218198123383.857,5357836882216.347,42938632500046.88,1289112841334.141,1169803569251.6782,1289112841334.141
0.5,2824818349138.996,1786700151887.0386,1897762490117.3972,4806315122934.864,29370014572729.816,1177668194875.9624,1152676834934.0115,1177668194875.9624
0.625,1914222379780.4568,1688734974048.9663,1556859976801.4824,3314633166083.7207,16055959382385.002,1147270288575.6401,1147270288575.6401,761052891912.7028
0.75,1424335644768.3062,1642077137006.7263,1489255400632.2773,2797518913924.4854,8613366623905.307,1140813615938.3416,1140813615938.3416,509388824605.076
0.875,1366198904262.1216,1702380790839.735,1448475808938.3408,2505864505364.884,3862682669631.7314,1172971255498.2441,1172971255498.2441,309397518865.1818
1,1314081857139.4456,1610169928576.4104,1356813503575.391,2351291448674.664,3013075531075.1807,1100432549737.295,1100432549737.295,298247527573.74725
0,8213897899071.707,4649241972571.194,5262571022367.544,9576756625320.246,205832810647716.34,3644017264191.208,1181070302599.8123,3644017264191.208
0.125,5868924435077.549,3400990549349.423,3848952492995.9453,7974396671994.863,123274732305910.42,2585491264433.5103,1117352399845.1716,2585491264433.5103
