Priority,ICPP22,TOPC24,Fair,minTime,minArea,Topt
FIFO,2694203212373.713,2369483399164.129,2429081539437.5176,32957761401271.605,11181311884154.0,1193227084248.3398,1193227084248.3398,1146443293983.5952
procs,2699709257345.7544,2463088587703.93,2537557907085.64,32957761401271.598,11181311884154.0,1193227084248.3398,1193227084248.3398,1146443293983.5952
area,2752767475311.006,2519836862713.232,2612666387617.439,32957761401271.605,11181311884154.0,1193227084248.3398,1193227084248.3398,1146443293983.5952
length,2754868559014.5786,2522311979788.9673,2627806582444.1167,32957761401271.605,11181311884154.0,1193227084248.3398,1193227084248.3398,1146443293983.5952
FIFO,3310332247833.054,2738912189279.7646,2807863503007.661,34215619722210.31,9616251658436.0,1313560034676.8535,1143001255743.1758,1313560034676.8535
procs,3363461093505.2114,2863034380855.035,2868272039726.368,34215619722210.29,9616251658436.0,1313560034676.8535,1143001255743.1758,1313560034676.8535
area,3355728701836.567,2819377173343.0312,2948883021032.247,34215619722210.316,9616251658436.0,1313560034676.8535,1143001255743.1758,1313560034676.8535
length,3354370919629.171,2859837912283.753,2931093734235.496,34215619722210.316,9616251658436.0,1313560034676.8535,1143001255743.1758,1313560034676.8535
FIFO,3292495722365.983,2754625267827.01,2812229849030.1206,31942828500109.74,12503114127514.0,1325983546195.3691,1121912252349.6855,1325983546195.3691
procs,3292495722365.983,2840782399014.029,2815567585934.684,31942828500109.754,12503114127514.0,1325983546195.3691,1121912252349.6855,1325983546195.3691
area,3295763820704.025,2801377545544.7554,2862312696025.392,31942828500109.703,12503114127514.0,1325983546195.3691,1121912252349.6855,1325983546195.3691
length,3284785625001.902,2787161916141.771,2855721439950.1567,31942828500109.703,12503114127514.0,1325983546195.3691,1121912252349.6855,1325983546195.3691
FIFO,2909735142232.272,2417065980215.0576,2475103924927.71,31112397441747.543,10747748277717.0,1166232365757.3584,1096844333192.002,1166232365757.3584
procs,2910123801518.392,2485184804138.002,2496662545946.0415,31112397441747.55,10747748277717.0,1166232365757.3584,1096844333192.002,1166232365757.3584
area,2911883111313.9136,2667268174656.098,2657932583879.318,31112397441747.562,10747748277717.0,1166232365757.3584,1096844333192.002,1166232365757.3584
length,2911987801013.1997,2638859334182.1934,2728522954027.2163,31112397441747.562,10747748277717.0,1166232365757.3584,1096844333192.002,1166232365757.3584
FIFO,3515216846767.5312,2860868583027.72,2857734221488.798,33528031765867.496,10338407407706.0,1448563916608.7402,1129146456498.2773,1448563916608.7402
procs,3516047699595.259,2922259397953.633,2930633734439.272,33528031765867.48,10338407407706.0,1448563916608.7402,1129146456498.2773,1448563916608.7402
area,3514176310762.1777,3053525761588.472,2959608340382.758,33528031765867.473,10338407407706.0,1448563916608.7402,1129146456498.2773,1448563916608.7402
length,3514837295163.793,3044577762672.6064,2916176230532.9917,33528031765867.473,10338407407706.0,1448563916608.7402,1129146456498.2773,1448563916608.7402
FIFO,3898803647258.451,3102558701602.6323,3146147632999.823,32144663413151.836,12505841437087.0,1478035156421.9727,1139972068575.504,1478035156421.9727
procs,3894386535693.9062,3107684642470.4927,3148807513393.757,32144663413151.824,12505841437087.0,1478035156421.9727,1139972068575.504,1478035156421.9727
area,3909715271199.8994,3180138571893.9053,3266185287716.8447,32144663413151.82,12505841437087.0,1478035156421.9727,1139972068575.504,1478035156421.9727
length,3907936045469.5947,3186798115620.587,3250300333034.4424,32144663413151.82,12505841437087.0,1478035156421.9727,1139972068575.504,1478035156421.9727
FIFO,3691948977604.221,2939472969979.6426,2928029488877.723,34457827951647.53,12389859604802.0,1459609793333.8545,1182340695091.8457,1459609793333.8545
procs,3693306512519.982,2948205038463.8213,2938439636763.8276,34457827951647.523,12389859604802.0,1459609793333.8545,1182340695091.8457,1459609793333.8545
area,3688121051203.6626,2948054711103.1147,2965809214264.714,34457827951647.54,12389859604802.0,1459609793333.8545,1182340695091.8457,1459609793333.8545
length,3688206779148.3574,2958914336826.0396,2967614958226.2456,34457827951647.54,12389859604802.0,1459609793333.8545,1182340695091.8457,1459609793333.8545
FIFO,3183657183979.9595,2729226547497.0586,2668485833638.53,31951583844911.734,11250975367505.0,1321012762831.3167,1105807167604.912,1321012762831.3167
procs,3176986583464.395,2686583634603.4736,2650708734768.8447,31951583844911.777,11250975367505.0,1321012762831.3167,1105807167604.912,1321012762831.3167
area,3248294196313.08,2778190639646.1313,2751323292713.468,31951583844911.75,11250975367505.0,1321012762831.3167,1105807167604.912,1321012762831.3167
