P,ICPP22,TOPC24,Fair,minTime,minArea,Topt
124,5512853735425.429,6306352425164.85,5829428530155.046,8291429387948.631,11198188604657.771,4932488079773.97,4932488079773.97,530261049311.8981
256,2784727602643.4204,3251081625063.81,2928182212820.934,4808627981087.482,11198188604657.771,2389173913640.5166,2389173913640.5166,528009427572.6858
384,1895543606570.6387,2274058963941.627,2010898951373.2456,3757277468946.4473,11198188604657.771,1592782609093.6777,1592782609093.6777,527307319841.0017
512,1527244542644.6772,1747291196689.9304,1576217125046.9458,2991917289479.965,11198188604657.771,1194586956820.2583,1194586956820.2583,526957863055.65295
640,1389946562692.3884,1452558925548.4548,1285561562733.2964,2640258077350.775,11198188604657.771,955669565456.2067,955669565456.2067,526749242643.8292
768,1375012949540.146,1244843779284.5808,1103921315077.8928,2463508908997.3413,11198188604657.771,796391304546.8389,796391304546.8389,526610919625.2129
896,1367562730709.5344,1090146047370.2003,975914645101.9261,2272175685833.505,11198188604657.771,682621118183.0048,682621118183.0048,526512692962.08154
1024,1337542645706.7263,986823780437.3464,903641926159.8163,2025747962969.3684,11198188604657.771,597293478410.1292,597293478410.1292,526439477944.4359
124,5260711426407.483,5921387895847.016,5591377844115.3545,7555811239820.355,9632691861641.139,4724463495969.504,4724463495969.504,552831249753.7012
256,2549623190252.2383,3021619797604.76,2759290645733.14,4534988556693.221,9632691861641.139,2288412005860.2285,2288412005860.2285,543727191346.96985
384,1774973531903.871,2079541502003.7922,1914494138960.6248,3478095575674.2,9632691861641.139,1525608003906.819,1525608003906.819,541112574774.5929
512,1439929383603.003,1611888413952.0686,1439055201204.6907,2908255756736.8516,9632691861641.139,1144206002930.1143,1144206002930.1143,539851759515.16675
640,1256732249754.9912,1319961639418.0352,1251211160220.6797,2593096046267.4917,9632691861641.139,915364802344.0914,915364802344.0914,539123567949.78064
768,1195093149013.2344,1140710391748.1025,1070454143391.7354,2160474139864.6213,9632691861641.139,762804001953.4095,762804001953.4095,538657229411.444
896,1169217250418.1729,1018195151320.7023,960972959059.5391,2001102731413.6702,9632691861641.139,653832001674.351,653832001674.351,538337954807.58936
1024,1165982877545.5715,913011822708.815,870088747155.6976,1832862054824.127,9632691861641.139,572103001465.0571,572103001465.0571,538108977955.7555
124,5145330090918.744,5837716458838.364,5492387719557.029,7893889859933.089,12509075411804.65,4637437845793.369,4637437845793.369,707846454894.7864
256,2579331857331.656,2998502893958.816,2743191348783.665,4794992082934.02,12508306646754.22,2246258956556.163,2246258956556.163,702867357029.2094
