500,2.411830970127725,2.0163173265512806,2.012811802411464,10.865043664288322,9.136575057303201
1000,2.4479796304233297,2.032647031934014,2.0539725568947276,15.402742374640551,8.585025187470478
1500,2.432796993940629,2.0040489960521315,2.0309781844935637,18.33592479738708,8.09623050945573
2000,2.4281817890800212,2.0240789168105993,2.0550795184495745,21.065846716007975,8.020749651734837
2500,2.3782891717451546,1.9847424092045767,2.0136205960455427,23.52173242787173,7.787037061703237
3000,2.3589307990508432,1.991207761705389,2.0240146190274775,25.540191928947664,7.591545799437353
3500,2.322870416240733,1.9866016641337865,2.0190645830412484,26.442513609589792,7.281243481312536
4000,2.2607501317543917,1.963695234997004,1.9972220367760072,27.73019976419389,6.948787628357345
4500,2.1843346425113026,1.9411094596484555,1.980358207831197,28.377665123842636,6.551129372615279
5000,2.1235066221734424,1.9035689966157938,1.9414924542758192,29.07621427085279,6.2454577002622
