500,3.031336664044582,2.514703266525454,2.4940081784329706,14.364343872260953,16.150409280109717
1000,3.326206985649274,2.7285830837755976,2.7606759795756832,19.492803094306698,10.624252116066502
1500,2.8824652682438554,2.3303536672758423,2.3803106233543745,23.46118733075043,10.991814180762244
2000,2.890439952925128,2.438500588867299,2.4968533649353404,25.855876250101215,10.70585621100487
2500,2.6614848743005526,2.2835735300131472,2.2986192246808343,27.622215035425867,10.028959692497718
3000,2.8000622809184144,2.3162368591894444,2.3490347744326794,29.538998390473346,9.715294298922206
3500,2.7704728922009547,2.2533273067940542,2.302987507176195,30.280691409611258,8.959886675524954
4000,2.585352355385359,2.141031395694559,2.2077185752647117,30.748537827522185,7.944785111064318
4500,2.468402948852656,2.120420739412307,2.202115969599144,30.756482510915472,7.291950718742298
5000,2.4075755024698275,2.172879921282636,2.159003254064052,31.167000116341757,7.534160480496782
