Density,ICPP22,TOPC24,Fair,minTime,minArea,Topt
0,1369345598699.654,1660206539380.6702,1457489168382.0557,2750134736704.863,4456248685353.052,1153468147855.0378,1153468147855.0378,262694127931.23944
0.125,1412311626702.2227,1578131973112.0017,1456078127206.8806,2721276291481.9014,8527454409779.621,1109873378230.8792,1109873378230.8792,368879761445.08124
0.25,1517104232376.1516,1712630313482.2522,1559223826634.6045,3267496762242.23,10866376647556.162,1169883751790.6655,1169883751790.6655,605323018920.5442
0.375,1732738684523.358,1623455912456.2227,1426586900288.1462,2981667538915.4316,10650502980952.014,1126908325030.3765,1126908325030.3765,783160205394.08
0.5,1662009751476.162,1707166917397.9292,1500601685139.2363,3063541590437.156,11721466674775.691,1181999499849.7434,1181999499849.7434,771588815363.1907
0.625,1571751009341.0234,1618838758959.1018,1434048880910.2568,2902895298242.4165,13134375483500.934,1116372714365.423,1116372714365.423,687982614527.5729
0.75,1604200825772.4182,1590765497873.7502,1484427682156.1638,2906993033760.4673,11865629729035.605,1098341155942.1887,1098341155942.1887,655179343567.506
0.875,2075856508396.9448,1734478018244.2014,1627675953537.02,3203144702702.127,13079501518159.283,1139107957530.6375,1139107957530.6375,964932786986.1162
1,1746556256009.9058,1684380546752.6123,1523165690478.8677,2955627062010.0845,12628765233343.594,1157233679078.3298,1157233679078.3298,789268592257.8551
0,1285508146493.375,1499709906978.8784,1315127288878.6646,2408387562114.551,3904401823982.1455,1060810251355.2075,1060810251355.2075,199219549016.04688
0.125,1443086674976.481,1590280742865.3274,1411262965485.2783,3089923667560.5767,8436614494110.844,1114821746409.1877,1114821746409.1877,421912947200.15784
0.25,1371737556930.7068,1592855566047.1492,1403639094281.9333,2777111581945.2876,9647110356378.838,1109401093765.4434,1109401093765.4434,464291540872.0406
0.375,1752773404695.83,1671534946669.9448,1593399548571.7349,2928886378701.1924,13071905481864.822,1122900693989.014,1122900693989.014,768026138660.6063
0.5,1475510581799.9714,1633198845158.082,1456714761779.526,2824502002823.906,11962104333934.455,1164164368571.2312,1164164368571.2312,537984722109.0677
0.625,1702379411988.3457,1653210981806.2332,1481755455526.5469,2928482783039.183,11507565157912.924,1156903585831.016,1156903585831.016,707103299395.2742
0.75,1575580532014.3025,1646570030975.9587,1463363471056.2686,2882083339306.4653,11348040236804.646,1150340644522.6577,1150340644522.6577,644121829472.9512
0.875,1711881531526.309,1701261188875.4106,1504875650206.3127,2974893473235.5264,11724587245245.582,1181204741178.6243,1181204741178.6243,760422153208.4841
1,1813163987173.186,1758302043082.389,1616743332026.6768,2896474547248.8936,13414744134265.94,1151126761139.2026,1151126761139.2026,846696303196.1786
0,1433413105837.269,1625607640458.5046,1451761988732.1611,2695816252382.604,3418030149953.8086,1142249071437.9746,1142249071437.9746,188833297991.77142
0.125,1578949148551.98,1709509952295.7954,1526913224225.8364,3036967463533.532,9124055573754.68,1183761268367.1682,1183761268367.1682,474483788629.0864
0.25,1506244663416.1472,1602981954041.811,1475733043561.9375,2784320718831.118,9496017593700.86,1100199001484.164,1100199001484.164,539800377324.1758
0.375,1477209061750.219,1640541581865.6733,1447610259973.711,2879705857152.8135,10371102473939.639,1125851305316.0493,1125851305316.0493,551668037966.709
0.5,1672201375689.2295,1654235355940.237,1528938892399.813,2925542944891.5054,11507724878008.244,1108676273750.418,1108676273750.418,696439212790.2585
0.625,1541314653381.4482,1652545326407.4966,1476046882635.0537,2875428716266.218,11569680511009.832,1125170606198.1426,1125170606198.1426,639405250445.7308
0.75,1803760431282.4224,1724029416439.7249,1577555519861.7358,2788547204728.029,12107174930466.633,1151626711903.7568,1151626711903.7568,740221266945.555
0.875,1849068501762.3584,1776720052710.8728,1580154393126.6072,3174555175958.3223,11396257596036.064,1196869142395.7998,1196869142395.7998,777388521626.0171
1,1563452748784.2402,1598590114249.2244,1431098093495.8457,2812786987742.3667,10688335884779.912,1101910606628.9275,1101910606628.9275,633999698156.6492
0,1494139309753.633,1669708238945.9788,1531340053320.0752,2712564871976.091,4064998458723.153,1176033480967.8557,1176033480967.8557,206662831549.53595
0.125,1357888318319.3362,1613015434785.2637,1456986556424.8774,2951299897087.8325,9883509503635.635,1113631576997.4841,1113631576997.4841,387687528750.09534
0.25,1535752280007.869,1696784253126.1611,1583936573554.0786,2965461026659.432,9885875795923.484,1136304925273.3433,1136304925273.3433,561412181712.6389
0.375,1751437286432.8313,1602637424776.9387,1424424882435.5613,2998322727832.605,11489420662471.475,1123442624147.3223,1123442624147.3223,643535035404.4049
0.5,1472016230397.7996,1652262379214.1843,1470021848408.4963,3055971558336.7383,10454955400621.54,1171096991530.053,1171096991530.053,513737010817.99335
0.625,2083926344377.807,1623853201103.8174,1480417510241.1843,3023881844616.417,13249852394587.164,1129681526312.0664,1129681526312.0664,851765839568.1349
0.75,1937118319116.6528,1783480580109.18,1634316868068.099,3334203491130.264,13219872695829.455,1181061397816.8362,1181061397816.8362,743786769462.3444
0.875,1948447379651.6865,1750929522252.4187,1605760262806.5232,2979056625105.311,13775808211214.688,1181536798805.8147,1181536798805.8147,831185840421.7917
1,2125242902842.6855,1608740386329.3303,1465328172228.2927,3058208544771.1943,12433227561793.773,1128277354248.5952,1128277354248.5952,968999356839.6918
0,1409499395174.479,1701355615093.2085,1461341177383.5034,2662137714163.878,4195395630497.2803,1141283939303.4941,1141283939303.4941,245747669942.3408
0.125,1350746192169.6123,1603292073586.4214,1403244298448.9592,2778315516221.688,8730477368986.926,1129626556138.1384,1129626556138.1384,332198954422.3243
