500,3.410662928346874,1.9915559438988353,2.2591807855823927,4.352606693910507,28.706258117581523
1000,2.6584545824748544,1.730152582201209,1.844952822838016,3.4680755950555704,19.789630009723794
1500,2.263797130851277,1.62058541168373,1.6091827342428526,3.121584274039697,15.045964973966829
2000,1.7790993255738892,1.6809678528547907,1.5349724396127171,3.0844456140805594,13.047873417410017
2500,1.746743063217385,1.5267139251271822,1.408033710853855,2.7481401062041,11.137012151022203
3000,1.5820967283304979,1.5041434739451567,1.3598757582824947,2.7367244576275036,9.72208579384929
3500,1.4043467656177777,1.4911724102022155,1.3704439817682301,2.6725759967133187,10.068635482231555
4000,1.352060696800031,1.4964535099414404,1.3468125818044885,2.589198980985822,8.316701670358237
4500,1.3230612362536833,1.493076870885171,1.3234466308155455,2.6167969940923728,7.593275409773881
5000,1.2603125735183554,1.4754199445610041,1.3139643086504447,2.5634207562000264,7.6360452154851455
